Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Reporting Authority,Access,Type of target,Sector,Target Start Year,Baseline year,Baseline emissions (metric tonnes CO2e),Percentage reduction target,Target date,Estimated business as usual absolute emissions in target year (metric tonnes CO2e),Base year emissions per intensity unit (metric tonnes CO2e per denominator),​Intensity unit (emissions per),Percentage of target achieved so far,Comment,Population,Population Year,City Location,Last update,Water 2014 - Number of drivers
2018,58531,"City of Somerville, MA",Somerville,United States of America,North America,CDP Cities,public,Absolute target,Total city-wide emissions,,2014,651426,100,2050,,,,,Somerville has a carbon neutrality by 2050 goal.,79507,2016,"(42.3934, -71.0826)",2019-06-06T13:19:47.747,
2018,60290,Prefeitura de Brotas,Brotas,Brazil,Latin America,CDP Cities,public,No target,,,,,,,,,,,,23858,2017,"(-22.0, -48.0)",2019-06-06T13:19:47.747,213
2018,74401,"City of Encinitas, CA",Encinitas,United States of America,North America,CDP Cities,public,Absolute target,Waste,2018,2012,22471,13,2020,,,,,,63131,2016,"(33.0454, -117.293)",2019-06-06T13:19:47.747,
2018,54575,Vhembe District Municipality,Vhembe,South Africa,Africa,CDP Cities,public,No target,,,,,,,,,,,,1441178,2017,"(-22.7695, 29.974)",2019-06-06T13:19:47.747,222
2018,60394,Gobierno Autónomo Municipal de Tarija,Tarija,Bolivia (Plurinational State of),Latin America,CDP Cities,public,No target,,,,,,,,,,,,205375,2016,"(-21.2666, -63.4884)",2019-06-06T13:19:47.747,213
2018,74569,"King County, WA",King County,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2015,2007,20100000,80,2050,,,,,"2015, increase +1.15%  from baseline",2188649,2017,"(47.548, 121.984)",2019-06-06T13:19:47.747,23
2018,31175,City of Paris,Paris,France,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Absolute target,Total city-wide emissions,2018,2004,6259429,30,2020,,,,41,The percentage of target achieved so far is calculated on 2014 data,2265886,2015,"(48.8566, 2.35222)",2019-06-06T13:19:47.747,44
2018,68378,Municipalidad de Santiago de Surco,Santiago de Surco,Peru,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,506879,2016,"(-12.1453, -77.0051)",2019-06-06T13:19:47.747,
2018,59669,City of North Vancouver,North Vancouver,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2014,2007,224212,50,2050,,,,,"Includes: solid waste, public transportation; private transportation; industrial buildings; residential buildings Data availability and reliability limit our ability to track percentage of target achieved so far.",52898,2016,"(49.32, -123.072)",2019-06-06T13:19:47.747,
2018,35268,City of Boston,Boston,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,,2005,7653810,100,2050,,,,20,"Our goal was originally 80% by 2050, but was increase to carbon neutrality by 2050.This percent reduction is a tentative estimate, pending final inventory update and release later in 2018.",672840,2016,"(42.3584, -71.0598)",2019-06-06T13:19:47.747,
2018,35853,City of Baltimore,Baltimore,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2018,2005,,25,2020,,,,,Key findings by sector provide guidance for where strategies can perhaps slow future emissions growth.• GHG emissions from the energy sector are anticipatedto increase slightly from 79.5 percent (2010) to 79.9percent (2020).• The transportation-related emissions are anticipatedto decrease from 15.6 percent (2010) to 15.2 percent(2020).• The waste-related emissions are anticipated to remainunchanged at 2.8 percent.• Wastewater treatment GHG emissions are expected toremain unchanged at 1.5 percent.• GHG emissions from the water sector are anticipatedto remain unchanged at 0.7 percent.All GHG emissions have been calculated and presented inmetric tons of carbon dioxide equivalent emissions per year(MT CO2e/yr).,614664,2016,"(39.2904, -76.6122)",2019-06-06T13:19:47.747,
2018,35874,City of Phoenix,Phoenix,United States of America,North America,CDP Cities,public,Absolute target,,2018,2012,,30,2025,,,,0,,1615017,2016,"(33.4484, -112.074)",2019-06-06T13:19:47.747,59
2018,63615,Hillerød Kommune,Hillerød,Denmark,Europe,CDP Cities,public,No target,,,,,,,,,,,,50104,2017,"(55.931, 12.2349)",2019-06-06T13:19:47.747,
2018,35858,City of Cape Town,Cape Town,South Africa,Africa,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Business as usual target,Total city-wide emissions,2015,2012,20917934,28.8,2030,32811632,,,6.87,Energy only (including aviation and Marine)The percentage target achieved is calculated: 2016 emissions (energy only)/ 2016  BAU -1,4174510,2017,"(-33.9253, 18.4239)",2019-06-06T13:19:47.747,
2018,31151,City of Basel-Stadt,Basel,Switzerland,Europe,"CDP Cities, C40",public,Absolute target,Total city-wide emissions,,1990,1108030,20,2020,,,,,,198988,2017,"(47.5619, 7.5928)",2019-06-06T13:19:47.747,38
2018,31115,City of Johannesburg,Johannesburg,South Africa,Africa,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Business as usual target,,,,,,,,,,,,4900000,2016,"(-26.2041, 28.0473)",2019-06-06T13:19:47.747,222
2018,55415,"City of Columbia, SC","Columbia, SC",United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,133358,2015,"(34.0007, -81.0348)",2019-06-06T13:19:47.747,
2018,53959,"City of Fayetteville, AR",Fayetteville,United States of America,North America,CDP Cities,public,Absolute target,,,,,,,,,,,,85747,2017,"(36.0821, -94.1719)",2019-06-06T13:19:47.747,46
2018,54114,City of Asheville,Asheville,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,No target,,,,,,,,,,,,89121,2016,"(35.5951, -82.5515)",2019-06-06T13:19:47.747,46
2018,55799,"Arlington, VA",Arlington,United States of America,North America,CDP Cities,public,Intensity target,Total city-wide emissions,2007,2007,,76,2050,,12.9,Metric tonnes of CO2e per capita,24,"The primary factors driving the 24% reduction in GHG emissions between 2007 and 2016 were:1.	A 28 percent decline (improvement) in the CO2e emissions factor for grid electricity between 2007 and 2016,2.	A 14 percent decline in total energy use in the non-residential sector (commercial buildings), even amid expansion of the commercial office, hotel, and retail/restaurant inventory,3.	A four percent decline in total energy use in residential buildings which, combined with a 12 percent increase in number of households between 2007 and 2016, results in a 14 percent decrease in the amount of energy use per household,4.	A 13 percent reduction in emissions from the transportation sector, due to a combination of a 10 percent reduction in vehicle-miles traveled (including pass-through traffic) and a slight improvement in the fuel economy of vehicles.",222800,2016,"(37.2265, -76.0026)",2019-06-06T13:19:47.747,
2018,59633,"City of Santa Cruz, CA","Santa Cruz, CA",United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,,1990,427280,80,2050,,,,,Reduce community-wide greenhouse gas emissions 30% by 2020 and 80% by 2050 (compared to 1990 levels).,64465,2016,"(36.9741, -122.031)",2019-06-06T13:19:47.747,
2018,54510,Umeå municipality,Umeå,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,,,,,,,,,,,,,122892,2017,"(63.8258, 20.263)",2019-06-06T13:19:47.747,
2018,54637,Alcaldía de Cuenca,Cuenca,Ecuador,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Transportation,2017,2017,11000,,,,,,,"Tranvía, ciclovías, sensibilización sobre el uso del transporte privado",505585,2010,"(-2.90841, -79.0048)",2019-06-06T13:19:47.747,176
2018,43920,City of Ljubljana,Ljubljana,Slovenia,Europe,CDP Cities,public,Absolute target,Waste,2012,2008,4590,30,2020,,,,42,Percentage reduction target and Percentage of target achieved so far is for all action thogether.,288307,2017,"(46.0569, 14.5058)",2019-06-06T13:19:47.747,43
2018,60419,Municipalidad de Rio Grande,Rio Grande,Argentina,Latin America,CDP Cities,public,No target,,,,,,,,,,,,84246,2017,"(-53.786, -67.7002)",2019-06-06T13:19:47.747,241
2018,60233,Pärnu City Government,Pärnu,Estonia,Europe,"CDP Cities, Union of the Baltic Cities",public,No target,,,,,,,,,,,,51655,2017,"(58.3858, 24.4966)",2019-06-06T13:19:47.747,
2018,43940,Malmö Stad,Malmö,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,Absolute target,Total city-wide emissions,2009,1990,1582,40,2020,,,,68,"The data presented is a merge of two datasets, the larger one (CO2) from 2017 and the other one (other GHGs) from 2015. This is data calculated with different method than the GPC report.",333633,2017,"(55.605, 13.0038)",2019-06-06T13:19:47.747,
2018,43937,Wellington City Council,Wellington,New Zealand,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Absolute target,Total city-wide emissions,,2001,1105654,80,2050,,,,,,209102,2017,"(-41.2865, 174.776)",2019-06-06T13:19:47.747,
2018,35864,Ekurhuleni Metropolitan Municipality,Ekurhuleni,South Africa,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,No target,,,,,,,,,,,,3379104,2016,"(-26.1777, 28.3462)",2019-06-06T13:19:47.747,227
2018,58795,Blantyre City Council,Blantyre,Malawi,Africa,CDP Cities,public,,,,,,,,,,,,,994517,2017,"(-15.8028, 35.0378)",2019-06-06T13:19:47.747,206
2018,831620,Yaoundé 3,Yaoundé 3,Cameroon,Africa,CDP Cities,public,,,,,,,,,,,,,350000,2017,"(3.52, 11.31)",2019-06-06T13:19:47.747,
2018,50665,Município de Ovar,Ovar,Portugal,Europe,CDP Cities,public,No target,,,,,,,,,,,,55398,2017,"(40.8901, -8.59723)",2019-06-06T13:19:47.747,
2018,59180,Middelfart Kommune,Middelfart,Denmark,Europe,CDP Cities,public,Absolute target,Transportation,,2010,104276,,2025,,,,,,38093,2017,"(55.471, 9.87264)",2019-06-06T13:19:47.747,
2018,54108,City of Durham,"Durham, NC",United States of America,North America,CDP Cities,public,Business as usual target,,2007,2005,6837430,30,2030,10084260,,,,"This is for the entire Durham County community, not just the city boundary, and includes residential/commercial/industrial buildings and transportation.",263016,2016,"(35.994, -78.8986)",2019-06-06T13:19:47.747,
2018,50559,"City of St Catharines, ON",St Catharines,Canada,North America,CDP Cities,public,Intensity target,Total city-wide emissions,2017,1990,,37,2030,,17.7,Metric tonnes of CO2e per capita,100,Target achieved,131400,2014,"(43.1594, -79.2469)",2019-06-06T13:19:47.747,42
2018,35872,Municipality of Recife,Recife,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Business as usual target,Total city-wide emissions,2016,2012,3120425,11.28,2020,4093521,,,,,1633697,2017,"(-8.05783, -34.8829)",2019-06-06T13:19:47.747,
2018,826243,Alcaldia de Cartago,Cartago,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No target,,,,,,,,,,,,133652,2017,"(9.86444, -83.9194)",2019-06-06T13:19:47.747,
2018,35859,City of Cleveland,Cleveland,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2013,2010,12834200,40,2030,,,,3,"This goal is science-based and designed to be bold, yet achievable.The Climate Action Plan includes details on how much each emission reduction activity contributes to the goal.",396815,2010,"(41.4993, -81.6944)",2019-06-06T13:19:47.747,42
2018,58668,"City of New Bedford, MA",New Bedford,United States of America,North America,CDP Cities,public,No target,,,,,,,,,,,,95120,2017,"(41.6362, -70.9342)",2019-06-06T13:19:47.747,
2018,59678,"City of Evanston, IL",Evanston,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2025,2005,1056169,28,2025,,,,89,,75603,2015,"(42.0669, -87.6898)",2019-06-06T13:19:47.747,42
2018,69850,Municipalidad de Comas,Comas,Peru,Latin America,CDP Cities,public,No target,,,,,,,,,,,,541000,2017,"(-11.95, -77.0667)",2019-06-06T13:19:47.747,
2018,54128,City of Reno,Reno,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2008,2008,2751878.9,80,2050,,,,13.62,,245255,2016,"(39.5296, -119.814)",2019-06-06T13:19:47.747,
2018,64014,City of Cupertino,Cupertino,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,,2010,307288,49,2035,,,,,,60777,2017,"(37.323, -122.032)",2019-06-06T13:19:47.747,
2018,54291,Chengdu Municipal Government,Chengdu,China,East Asia,"CDP Cities, C40",public,,,,,,,,,,,,,1435.3,2017,"(30.6719, 104.076)",2019-06-06T13:19:47.747,97
2018,31170,Metropolitan Municipality of Lima,Lima,Peru,Latin America,"CDP Cities, C40",public,,,,,,,,,,,,,8755262,2014,"(-12.0433, -77.0283)",2019-06-06T13:19:47.747,
2018,59545,"City of Charlottesville, VA",Charlottesville,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2012,2000,470024,10,2035,,,,100,"It appears that we have reduced by 27%, which is above the target of 10%.  Note comments above, however, about doubts regarding the reported transportation data for the community emissions.",46912,2016,"(38.0293, -78.4767)",2019-06-06T13:19:47.747,
2018,43911,City of Ottawa,Ottawa,Canada,North America,CDP Cities,public,Absolute target,Total city-wide emissions,2016,2012,6907000,80,2050,,,,11,,979.173,2017,"(45.4215, -75.6972)",2019-06-06T13:19:47.747,42
2018,36410,City of Memphis,Memphis,United States of America,North America,CDP Cities,public,No target,,,,,,,,,,,,652236,2017,"(35.1495, -90.049)",2019-06-06T13:19:47.747,46
2018,35848,Municipality of Belo Horizonte,Belo Horizonte,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Business as usual target,Total city-wide emissions,2013,2007,3176.966,20,2030,7210000,,,,Estamos em processo de mudança~de ferramenta de cálculo. Sendo necessário uma análise mais detalhada para determinar quais as influências da mudança de metodologia nos resultados.,2375151,2010,"(-19.9167, -43.9345)",2019-06-06T13:19:47.747,204
2018,31167,City of Lagos,Lagos,Nigeria,Africa,"CDP Cities, C40",public,No target,,,,,,,,,,,,24821418,2017,"(6.52437, 3.3792)",2019-06-06T13:19:47.747,
2018,50389,Prefeitura de Maceió,Maceió,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No target,,,,,,,,,,,,1021127,2017,"(-9.67342, -35.718)",2019-06-06T13:19:47.747,
2018,60621,Lilongwe City Council,Lilongwe,Malawi,Africa,CDP Cities,public,No target,,,,,,,,,,,,1100000,2017,"(-13.9626, 33.7741)",2019-06-06T13:19:47.747,206
2018,54060,City of Greater Sudbury / Grand Sudbury,Sudbury,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,160000,2011,"(46.5268, -80.9645)",2019-06-06T13:19:47.747,42
2018,43932,Auckland Council,Auckland,New Zealand,Southeast Asia and Oceania,"CDP Cities, C40",public,Absolute target,Total city-wide emissions,2012,1990,8892000,40,2040,,,,0,,1657200,2017,"(-36.8153, 174.742)",2019-06-06T13:19:47.747,
2018,60577,Frederikshavn Kommune,Frederikshavn,Denmark,Europe,CDP Cities,public,Absolute target,Total city-wide emissions,,2010,547000,100,2030,,,,,"Fossil energy consumption related to private cars represent 40% of total energy consumption in the transport sector in the municipality. Since Frederikshavn Municipality cannot affect the conversion of private cars fossil energy, neither fossil energy consumption of train operations, shipping and aircraft transportation, it is a political decision that there must be produced as much renewable energy in the municipality's geographical boundary that corresponds to fossil energy consumption of private cars, trains, shipping and aircraft transport.",60379,2015,"(57.4427, 10.521)",2019-06-06T13:19:47.747,
2018,10495,City of Las Vegas,Las Vegas,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No target,,,,,,,,,,,,648224,2017,"(36.1699, -115.14)",2019-06-06T13:19:47.747,59
2018,50560,City of Oakland,Oakland,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2010,2005,2992735,36,2020,,,,44,,420000,2016,"(37.8044, -122.271)",2019-06-06T13:19:47.747,
2018,46514,City of Porto,Porto,Portugal,Europe,CDP Cities,public,Absolute target,Total city-wide emissions,2010,2004,1304,45,2020,,,,58,Sustainable Energy Action Plan reduction target. Reductions from action at a local level (demand management) and national level (supply management).,237591,2011,"(41.1579, -8.6291)",2019-06-06T13:19:47.747,63
2018,50560,City of Oakland,Oakland,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Other,2010,2005,1034747,36,2020,,,,53,Buildings and Energy Use,420000,2016,"(37.8044, -122.271)",2019-06-06T13:19:47.747,
2018,8242,City of Helsinki,Helsinki,Finland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,Business as usual target,,,,,,,,,,,,644700,2017,"(60.1733, 24.941)",2019-06-06T13:19:47.747,
2018,60216,City of Växjö,Växjö,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities, WWF",public,Absolute target,Total city-wide emissions,1993,1993,327190,100,2030,,,,47,The target only refers to CO2. Latest data is for 2016.,91060,2017,"(56.8777, 14.8091)",2019-06-06T13:19:47.747,
2018,35475,City of Calgary,Calgary,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2036,1990,11871100,50,2036,,,,,Target was set as part of imagineCALGARY (a community-wide engagement in 2006 to set the 100-year sustainability vision for Calgary).,1246231,2017,"(51.0486, -114.071)",2019-06-06T13:19:47.747,21
2018,35885,Tel Aviv-Yafo Municipality,Tel Aviv-Yafo,Israel,Middle East,"CDP Cities, C40",public,Absolute target,,2012,2000,,20,2020,,,,,Since the city joined the C40 we compiling an updated GHG inventory in order to set a current and appropriate target.,438820,2016,"(32.0816, 34.7823)",2019-06-06T13:19:47.747,
2018,55331,Município de Ílhavo,Ílhavo,Portugal,Europe,CDP Cities,public,Absolute target,Transportation,2008,2008,20524,71.92,2020,,,,,,38598,2017,"(38.85, -7.58)",2019-06-06T13:19:47.747,80
2018,50562,City of Chula Vista,Chula Vista,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Intensity target,Total city-wide emissions,2017,2005,,67,2050,,6.2,Metric tonnes of CO2e per capita,32,This target is based on the State of California's goals and will need to be scaled down to account for local GHG emission sources,265070,2016,"(32.64, -117.084)",2019-06-06T13:19:47.747,
2018,14344,"City of Park City, UT",Park City,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Absolute target,,,,,,,,,,,,7873,2012,"(40.6461, -111.498)",2019-06-06T13:19:47.747,
2018,43920,City of Ljubljana,Ljubljana,Slovenia,Europe,CDP Cities,public,Absolute target,Industrial buildings,2012,2008,132308,30,2020,,,,42,Percentage reduction target and Percentage of target achieved so far is for all action thogether.,288307,2017,"(46.0569, 14.5058)",2019-06-06T13:19:47.747,43
2018,59633,"City of Santa Cruz, CA","Santa Cruz, CA",United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,,1990,427280,30,2020,,,,,Reduce community-wide greenhouse gas emissions 30% by 2020 and 80% by 2050 (compared to 1990 levels).,64465,2016,"(36.9741, -122.031)",2019-06-06T13:19:47.747,
2018,50555,City of Hamilton,Hamilton,Canada,North America,CDP Cities,public,Absolute target,Total city-wide emissions,2006,2006,23087326,50,2030,,,,,Targets set in 2015 to follow Corporate targets and community request under Community Climate Change Action Plan 2015,550700,2015,"(43.25, -79.8661)",2019-06-06T13:19:47.747,42
2018,43910,City of Columbus,Columbus,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Other: Community-wide emissions,2015,2013,10901086,20,2030,,,,15,"Source of goal: The Columbus Green Community Plan, Green Memo III. Community wide, the difference between 2017 total emissions and Baseline total emissions was 337,278. This represents 15% of our target reduction goal.",860090,2016,"(39.9612, -82.9988)",2019-06-06T13:19:47.747,46
2018,831617,Commune de Bouaké,Bouaké,Côte d'Ivoire,Africa,CDP Cities,public,,,,,,,,,,,,,715435,2013,"(7.4137, -5.0149)",2019-06-06T13:19:47.747,153
2018,60268,Prefeitura de Brumadinho,Brumadinho,Brazil,Latin America,CDP Cities,public,No target,,,,,,,,,,,,33973,2008,"(-20.1427, -44.1982)",2019-06-06T13:19:47.747,204
2018,60546,Nanjing Municipal People's Government,Nanjing,China,East Asia,"CDP Cities, C40",public,Absolute target,Other: ●	煤炭消费总量,,2017,,,2018,,,,,煤炭消费总量削减250万吨以上,8335000,0,"(32.0603, 118.797)",2019-06-06T13:19:47.747,97
2018,60599,"Town of Bridgewater, NS",Bridgewater,Canada,North America,CDP Cities,public,Absolute target,Total city-wide emissions,2018,2011,385000,81,2050,,,,0,,8532,2016,"(44.3786, -64.5188)",2019-06-06T13:19:47.747,
2018,36036,City of Ibadan,Ibadan,Nigeria,Africa,CDP Cities,public,Absolute target,,,,,,,,,,,,5591589,2011,"(7.37753, 3.94704)",2019-06-06T13:19:47.747,
2018,59165,Gladsaxe Kommune,Gladsaxe,Denmark,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,,2007,499740,40,2020,,,,33,,68775,2017,"(55.7335, 12.4887)",2019-06-06T13:19:47.747,
2018,35475,City of Calgary,Calgary,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2020,2005,15793731,20,2020,,,,,In 2017 the community-wide GHG emissions were 16% above the 2020 target.,1246231,2017,"(51.0486, -114.071)",2019-06-06T13:19:47.747,21
2018,43930,The Hague,The Hague,Netherlands,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,1990,1990,2499000,30,2020,,,,100,"CO2 emission in 2015: 1,714,937",525745,2017,"(52.0705, 4.3007)",2019-06-06T13:19:47.747,
2018,50541,City of Greensboro,Greensboro,United States of America,North America,CDP Cities,public,Absolute target,Total city-wide emissions,2011,2007,5365412,0,2020,,,,,Goal is to stabilize at baseline emissions level.,290222,2017,"(36.0726, -79.792)",2019-06-06T13:19:47.747,
2018,46473,City of Zaragoza,Zaragoza,Spain,Europe,CDP Cities,public,Absolute target,,,,,,,,,,,,664938,2017,"(41.6086, -0.88701)",2019-06-06T13:19:47.747,62
2018,50572,"City of Saint Paul, MN",Saint Paul,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No target,,,,,,,,,,,,300398,2016,"(44.9537, -93.09)",2019-06-06T13:19:47.747,46
2018,55328,Município de Câmara de Lobos,Câmara de Lobos,Portugal,Europe,CDP Cities,public,,,,,,,,,,,,,,0,"(32.6333, -16.9833)",2019-06-06T13:19:47.747,
2018,35863,City of Durban,Durban,South Africa,Africa,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,,,,,,,,,,,,38201740,2016,"(-29.8587, 31.0218)",2019-06-06T13:19:47.747,
2018,60178,Linköping Municipality,Linköping,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,Absolute target,,,,0,0,,,,,0,,,0,"(58.4109, 15.6216)",2019-06-06T13:19:47.747,
2018,8242,City of Helsinki,Helsinki,Finland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,Absolute target,Total city-wide emissions,2017,1990,3514000,60,2030,,,,,"24 % is the current reduction rate, not the percentage of the target achieved",644700,2017,"(60.1733, 24.941)",2019-06-06T13:19:47.747,
2018,36154,Vilnius City Municipality,Vilnius,Lithuania,Europe,CDP Cities,public,Absolute target,Total city-wide emissions,,2003,1734000,26.2,2020,,,,,this target is set under SEP (Covenant of Mayors methodology).,542626,2015,"(54.6872, 25.2797)",2019-06-06T13:19:47.747,25
2018,35886,Comune di Torino,Torino,Italy,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,884733,2017,"(45.1006, 7.668)",2019-06-06T13:19:47.747,50
2018,31182,City of San Francisco,San Francisco,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,Total city-wide emissions,2000,1990,6201949,25,2017,,,,29,GHG emissions reductions exceeded San Francisco's 2017 emissions targets.,870887,2016,"(37.7749, -122.419)",2019-06-06T13:19:47.747,
2018,50384,Prefeitura de Florianópolis,Florianópolis,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Absolute target,,,2013,,42,2020,,,,,"low carbon agriculture, implementation of green infrastructure, reduction in energy, consumption, sanitation, reducing fuel consumption",550000,2010,"(-27.595, -48.5482)",2019-06-06T13:19:47.747,
2018,54608,Alcaldia de Montería,Montería,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Intensity target,,,,,,,,,,,,441301,2015,"(8.74798, -75.8814)",2019-06-06T13:19:47.747,154
2018,35907,Bangalore,Bangalore,India,South and West Asia,"CDP Cities, C40",public,,,,,,,,,,,,,11000000,2011,"(12.9716, 77.5946)",2019-06-06T13:19:47.747,
2018,826114,Ayuntamiento de Degollado,Degollado,Mexico,Latin America,CDP Cities,public,,,,,,,,,,,,,,0,"(20.4489, -102.132)",2019-06-06T13:19:47.747,120
2018,36265,Comune di Reggio Emilia,Reggio Emilia,Italy,Europe,CDP Cities,public,,,,,,,,,,,,,,0,"(44.4376, 10.8774)",2019-06-06T13:19:47.747,50
2018,60349,Prefeitura de São Leopoldo,São Leopoldo,Brazil,Latin America,CDP Cities,public,No target,,,,,,,,,,,,226.68,2016,"(-29.761, -51.1493)",2019-06-06T13:19:47.747,
2018,59588,"Town of Chapel Hill, NC",Chapel Hill,United States of America,North America,CDP Cities,public,No target,,,,,,,,,,,,59005,2016,"(35.9132, -79.0558)",2019-06-06T13:19:47.747,
2018,59631,"City of San Leandro, CA",San Leandro,United States of America,North America,CDP Cities,public,Absolute target,Total city-wide emissions,2005,2005,675800,25,2020,,,,8,"Note this is an updated baseline from the 2010 GHG Emissions Inventory Update, dated January 2014",90465,2016,"(37.7249, -122.156)",2019-06-06T13:19:47.747,
2018,74414,Boulder County,Boulder County,United States of America,North America,CDP Cities,public,Absolute target,Total city-wide emissions,,2005,5021236,90,2050,,,,,,322226,2016,"(40.15, -105.5)",2019-06-06T13:19:47.747,46
2018,63919,"City of Saratoga Springs, NY",Saratoga Springs,United States of America,North America,CDP Cities,public,,,,,,,,,,,,,28027,2017,"(43.0333, -73.8167)",2019-06-06T13:19:47.747,57
2018,58482,Ville de Laval,Laval,Canada,North America,CDP Cities,public,No target,,,,,,,,,,,,437413,2017,"(45.6207, -73.7126)",2019-06-06T13:19:47.747,42
2018,50357,Ciudad de Mendoza,Mendoza,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No target,,,,,,,,,,,,115041,2010,"(-32.8894, -68.8458)",2019-06-06T13:19:47.747,231
2018,42178,Distrito Metropolitano de Quito,Quito,Ecuador,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Business as usual target,,,2015,453334,,,798789,,,,,2239191,2010,"(-0.2333, -78.5167)",2019-06-06T13:19:47.747,
2018,50382,Municipio de Mérida,Mérida,Mexico,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Absolute target,,2017,2017,3262192,25,2030,,,,5,,830732,2010,"(20.9674, -89.5926)",2019-06-06T13:19:47.747,
2018,35877,City of Pittsburgh,Pittsburgh,United States of America,North America,CDP Cities,public,Absolute target,Total city-wide emissions,,2003,,50,2030,,,,,,305704,2016,"(40.4406, -79.9959)",2019-06-06T13:19:47.747,46
